id,timestamp,powerP,powerLB
343,2022-02-01T16:55:50,11.975253105163574,643.84
344,2022-02-01T16:56:00,12.287388801574709,649.73
345,2022-02-01T16:56:10,11.803974151611328,651.17
346,2022-02-01T16:56:20,11.441389083862305,654.37
347,2022-02-01T16:56:30,10.918021202087402,649.0
348,2022-02-01T16:56:40,10.45867156982422,647.11
349,2022-02-01T16:56:50,9.852070808410645,646.91
350,2022-02-01T16:57:00,9.590285301208496,651.42
351,2022-02-01T16:57:10,9.137707710266112,655.3
352,2022-02-01T16:57:20,8.789643287658691,650.84
353,2022-02-01T16:57:30,8.270401954650879,656.08
354,2022-02-01T16:57:40,7.082652568817139,651.62
355,2022-02-01T16:57:50,7.567686557769775,661.43
356,2022-02-01T16:58:00,7.151829242706299,650.93
357,2022-02-01T16:58:10,6.359572410583496,651.52
358,2022-02-01T16:58:20,6.044066905975342,655.62
359,2022-02-01T16:58:30,5.358375072479248,655.48
360,2022-02-01T16:58:40,5.21992301940918,644.99
361,2022-02-01T16:59:00,4.956815719604492,659.1
362,2022-02-01T16:59:10,4.333305835723877,653.77
363,2022-02-01T16:59:20,4.157396793365479,652.65
364,2022-02-01T16:59:30,3.867250919342041,656.17
365,2022-02-01T16:59:40,3.6066231727600098,654.03
366,2022-02-01T16:59:50,3.071036100387573,654.34
367,2022-02-01T17:00:00,2.5843865871429443,659.27
368,2022-02-01T17:00:10,2.639350414276123,664.44
369,2022-02-01T17:00:20,1.7427643537521362,665.56
370,2022-02-01T17:00:30,1.6019998788833618,663.5
371,2022-02-01T17:00:40,0.0,663.64
372,2022-02-01T17:00:50,0.0,658.28
373,2022-02-01T17:01:00,0.0,661.2
374,2022-02-01T17:01:10,0.0,657.55
375,2022-02-01T17:01:20,0.0,656.17
376,2022-02-01T17:01:30,0.0,658.21
377,2022-02-01T17:01:40,0.0,655.55
378,2022-02-01T17:01:50,0.0,659.87
379,2022-02-01T17:02:00,0.0,658.71
380,2022-02-01T17:02:10,0.0,841.91
381,2022-02-01T17:02:20,0.0,839.86
382,2022-02-01T17:02:30,0.0,835.57
383,2022-02-01T17:02:40,0.0,824.48
384,2022-02-01T17:02:50,0.0,825.01
385,2022-02-01T17:03:00,0.0,818.52
386,2022-02-01T17:03:10,0.0,823.29
387,2022-02-01T17:03:20,0.0,816.01
388,2022-02-01T17:03:30,0.0,817.44
389,2022-02-01T17:03:40,0.0,816.0
390,2022-02-01T17:03:50,0.0,814.27
391,2022-02-01T17:04:00,0.0,816.0
392,2022-02-01T17:04:10,0.0,812.2
393,2022-02-01T17:04:20,0.0,817.35
394,2022-02-01T17:04:30,0.0,818.9
395,2022-02-01T17:04:40,0.0,812.58
396,2022-02-01T17:04:50,0.0,816.02
397,2022-02-01T17:05:00,0.0,818.54
398,2022-02-01T17:05:10,0.0,824.59
399,2022-02-01T17:05:20,0.0,828.22
400,2022-02-01T17:05:30,0.0,826.4
401,2022-02-01T17:05:40,0.0,802.89
402,2022-02-01T17:05:50,0.0,804.19
403,2022-02-01T17:06:00,0.0,810.34
404,2022-02-01T17:06:10,0.0,807.87
405,2022-02-01T17:06:20,0.0,805.92
406,2022-02-01T17:06:30,0.0,807.16
407,2022-02-01T17:06:40,0.0,806.05
408,2022-02-01T17:06:50,0.0,807.5
409,2022-02-01T17:07:00,0.0,810.72
410,2022-02-01T17:07:10,0.0,809.78
411,2022-02-01T17:07:20,0.0,809.42
412,2022-02-01T17:07:30,0.0,811.67
413,2022-02-01T17:07:40,0.0,812.55
414,2022-02-01T17:07:50,0.0,811.53
415,2022-02-01T17:08:00,0.0,801.48
416,2022-02-01T17:08:10,0.0,795.11
417,2022-02-01T17:08:20,0.0,794.42
418,2022-02-01T17:08:30,0.0,806.48
419,2022-02-01T17:08:40,0.0,807.19
420,2022-02-01T17:08:50,0.0,806.59
421,2022-02-01T17:09:00,0.0,810.44
422,2022-02-01T17:09:10,0.0,808.59
423,2022-02-01T17:09:20,0.0,807.49
424,2022-02-01T17:09:30,0.0,811.9
425,2022-02-01T17:09:40,0.0,811.32
426,2022-02-01T17:10:00,0.0,812.29
427,2022-02-01T17:10:10,0.0,812.64
428,2022-02-01T17:10:20,0.0,809.3
429,2022-02-01T17:10:30,0.0,811.82
430,2022-02-01T17:10:40,0.0,717.29
431,2022-02-01T17:10:50,0.0,699.34
432,2022-02-01T17:11:00,0.0,735.99
433,2022-02-01T17:11:10,0.0,607.05
